Peer,KPI,vendor,value
Report & Dashboard Focus,Product Satisfaction,Pyramid,6.514643771
Report & Dashboard Focus,Product Satisfaction,QlikView,5.038905262
Report & Dashboard Focus,Product Satisfaction,Report One,5.347159101
Report & Dashboard Focus,Product Satisfaction,SAP Analytics Cloud,4.977761087
Report & Dashboard Focus,Product Satisfaction,SAP BO BI,3.94479586
Report & Dashboard Focus,Product Satisfaction,TARGIT,8.820850753
Report & Dashboard Focus,Product Satisfaction,Zoho Analytics,6.103672061
Report & Dashboard Focus,Product Satisfaction,Peer Group Average,6.261728315
Report & Dashboard Focus,Customer Satisfaction,Domo,6.090497144
Report & Dashboard Focus,Customer Satisfaction,Dundas,7.601822948
Report & Dashboard Focus,Customer Satisfaction,Entrinsik,9.330029979
Report & Dashboard Focus,Customer Satisfaction,IBM Cog. Analytics,1.792727118
Report & Dashboard Focus,Customer Satisfaction,Logi Analytics ,5.829055333
Report & Dashboard Focus,Customer Satisfaction,Looker,7.794724119
Report & Dashboard Focus,Customer Satisfaction,Microsoft Power BI,5.247414784
Report & Dashboard Focus,Customer Satisfaction,MicroStrategy,6.000244425
Report & Dashboard Focus,Customer Satisfaction,Oracle Analytics Cloud,7.127116295
Report & Dashboard Focus,Customer Satisfaction,Phocas,9.372425027
Report & Dashboard Focus,Customer Satisfaction,Pyramid,7.380359103
Report & Dashboard Focus,Customer Satisfaction,QlikView,4.21958081
Report & Dashboard Focus,Customer Satisfaction,Report One,4.941947022
Report & Dashboard Focus,Customer Satisfaction,SAP Analytics Cloud,4.015076253
Report & Dashboard Focus,Customer Satisfaction,SAP BO BI,3.010254602
Report & Dashboard Focus,Customer Satisfaction,TARGIT,7.221686724
Report & Dashboard Focus,Customer Satisfaction,Zoho Analytics,4.347346792
Report & Dashboard Focus,Customer Satisfaction,Peer Group Average,5.960135793
Report & Dashboard Focus,Dashboards,Domo,8.687289269
Report & Dashboard Focus,Dashboards,Dundas,10
Report & Dashboard Focus,Dashboards,Entrinsik,9.637617209
Report & Dashboard Focus,Dashboards,IBM Cog. Analytics,4.325260904
Report & Dashboard Focus,Dashboards,Logi Analytics ,8.76933369
Report & Dashboard Focus,Dashboards,Looker,6.30800107
Report & Dashboard Focus,Dashboards,Microsoft Power BI,7.975426762
Report & Dashboard Focus,Dashboards,MicroStrategy,9.013314183
Report & Dashboard Focus,Dashboards,Oracle Analytics Cloud,5.018731603
Report & Dashboard Focus,Dashboards,Phocas,9.837714333
Report & Dashboard Focus,Dashboards,Pyramid,9.296762109
Report & Dashboard Focus,Dashboards,QlikView,7.104637744
Report & Dashboard Focus,Dashboards,Report One,7.568914171
Report & Dashboard Focus,Dashboards,SAP Analytics Cloud,6.793570091
Report & Dashboard Focus,Dashboards,SAP BO BI,3.6209671
Report & Dashboard Focus,Dashboards,TARGIT,9.615119803
Report & Dashboard Focus,Dashboards,Zoho Analytics,6.820546147
Report & Dashboard Focus,Dashboards,Peer Group Average,7.670188599
Report & Dashboard Focus,Distribution of Reports,Domo,7.980973451
Report & Dashboard Focus,Distribution of Reports,Dundas,8.728508217
Report & Dashboard Focus,Distribution of Reports,Entrinsik,10
Report & Dashboard Focus,Distribution of Reports,IBM Cog. Analytics,6.738495575
Report & Dashboard Focus,Distribution of Reports,Logi Analytics ,8.737335978
Report & Dashboard Focus,Distribution of Reports,Looker,7.12079646
Report & Dashboard Focus,Distribution of Reports,Microsoft Power BI,5.761132405
Report & Dashboard Focus,Distribution of Reports,MicroStrategy,9.339225436
Report & Dashboard Focus,Distribution of Reports,Oracle Analytics Cloud,8.045239548
Report & Dashboard Focus,Distribution of Reports,Phocas,8.359598366
Report & Dashboard Focus,Distribution of Reports,Pyramid,9.478867867
Report & Dashboard Focus,Distribution of Reports,QlikView,2.556308878
Report & Dashboard Focus,Distribution of Reports,Report One,5.161504425
Report & Dashboard Focus,Distribution of Reports,SAP Analytics Cloud,3.951562794
Report & Dashboard Focus,Distribution of Reports,SAP BO BI,3.211253289
Report & Dashboard Focus,Distribution of Reports,TARGIT,8.55829945
Report & Dashboard Focus,Distribution of Reports,Zoho Analytics,7.528128951
Report & Dashboard Focus,Distribution of Reports,Peer Group Average,7.132778299
Report & Dashboard Focus,Analyses & Ad Hoc Query,Domo,1
Report & Dashboard Focus,Analyses & Ad Hoc Query,Dundas,7.040866873
Report & Dashboard Focus,Analyses & Ad Hoc Query,Entrinsik,9.808592911
Report & Dashboard Focus,Analyses & Ad Hoc Query,IBM Cog. Analytics,4.941052632
Report & Dashboard Focus,Analyses & Ad Hoc Query,Logi Analytics ,3.706766917
Report & Dashboard Focus,Analyses & Ad Hoc Query,Looker,5.736842105
Report & Dashboard Focus,Analyses & Ad Hoc Query,Microsoft Power BI,6.939588101
Report & Dashboard Focus,Analyses & Ad Hoc Query,MicroStrategy,8.285156712
Report & Dashboard Focus,Analyses & Ad Hoc Query,Oracle Analytics Cloud,8.452631579
Report & Dashboard Focus,Analyses & Ad Hoc Query,Phocas,10
Report & Dashboard Focus,Analyses & Ad Hoc Query,Pyramid,9.221510297
Report & Dashboard Focus,Analyses & Ad Hoc Query,QlikView,5.649392713
Report & Dashboard Focus,Analyses & Ad Hoc Query,Report One,5.712128146
Report & Dashboard Focus,Analyses & Ad Hoc Query,SAP Analytics Cloud,5.141982864
Report & Dashboard Focus,Analyses & Ad Hoc Query,SAP BO BI,6.691789474
Report & Dashboard Focus,Analyses & Ad Hoc Query,TARGIT,8.212224109
Report & Dashboard Focus,Analyses & Ad Hoc Query,Zoho Analytics,7.0033241
Report & Dashboard Focus,Analyses & Ad Hoc Query,Peer Group Average,6.679049972
Report & Dashboard Focus,Advanced Analytics,Domo,3.672064272
Report & Dashboard Focus,Advanced Analytics,Dundas,6.7725181
Report & Dashboard Focus,Advanced Analytics,Entrinsik,7.663213565
Report & Dashboard Focus,Advanced Analytics,IBM Cog. Analytics,3.855659847
Report & Dashboard Focus,Advanced Analytics,Logi Analytics ,3.928465235
Report & Dashboard Focus,Advanced Analytics,Looker,3.336977311
Report & Dashboard Focus,Advanced Analytics,Microsoft Power BI,3.850360999
Report & Dashboard Focus,Advanced Analytics,MicroStrategy,6.146639389
Report & Dashboard Focus,Advanced Analytics,Oracle Analytics Cloud,10
Report & Dashboard Focus,Advanced Analytics,Phocas,5.739639241
Report & Dashboard Focus,Advanced Analytics,Pyramid,9.340167772
Report & Dashboard Focus,Advanced Analytics,QlikView,3.149571053
Report & Dashboard Focus,Advanced Analytics,Report One,2.677762501
Report & Dashboard Focus,Advanced Analytics,SAP Analytics Cloud,5.961665739
Report & Dashboard Focus,Advanced Analytics,SAP BO BI,1.239553825
Report & Dashboard Focus,Advanced Analytics,TARGIT,1
Report & Dashboard Focus,Advanced Analytics,Zoho Analytics,8.160228411
Report & Dashboard Focus,Advanced Analytics,Peer Group Average,5.087911015
Report & Dashboard Focus,Functionality,Domo,5.335081748
Report & Dashboard Focus,Functionality,Dundas,8.135473298
Report & Dashboard Focus,Functionality,Entrinsik,9.277355921
Report & Dashboard Focus,Functionality,IBM Cog. Analytics,4.96511724
Report & Dashboard Focus,Functionality,Logi Analytics ,6.285475455
Report & Dashboard Focus,Functionality,Looker,5.625654237
Report & Dashboard Focus,Functionality,Microsoft Power BI,6.131627067
Report & Dashboard Focus,Functionality,MicroStrategy,8.19608393
Report & Dashboard Focus,Functionality,Oracle Analytics Cloud,7.879150683
Report & Dashboard Focus,Functionality,Phocas,8.484237985
Report & Dashboard Focus,Functionality,Pyramid,9.334327011
Report & Dashboard Focus,Functionality,QlikView,4.614977597
Report & Dashboard Focus,Functionality,Report One,5.280077311
Report & Dashboard Focus,Functionality,SAP Analytics Cloud,5.462195372
Report & Dashboard Focus,Functionality,SAP BO BI,3.690890922
Report & Dashboard Focus,Functionality,TARGIT,6.84641084
Report & Dashboard Focus,Functionality,Zoho Analytics,7.378056902
Report & Dashboard Focus,Functionality,Peer Group Average,6.642481972
Report & Dashboard Focus,Self-Service,Domo,5.71450707
Report & Dashboard Focus,Self-Service,Dundas,3.341293054
Report & Dashboard Focus,Self-Service,Entrinsik,8.027909422
Report & Dashboard Focus,Self-Service,IBM Cog. Analytics,4.180462602
Report & Dashboard Focus,Self-Service,Logi Analytics ,4.086735515
Report & Dashboard Focus,Self-Service,Looker,4.351811075
Report & Dashboard Focus,Self-Service,Microsoft Power BI,5.789695418
Report & Dashboard Focus,Self-Service,MicroStrategy,10
Report & Dashboard Focus,Self-Service,Oracle Analytics Cloud,3.116172206
Report & Dashboard Focus,Self-Service,Phocas,8.917862961
Report & Dashboard Focus,Self-Service,Pyramid,9.489059493
Report & Dashboard Focus,Self-Service,QlikView,2.99995681
Report & Dashboard Focus,Self-Service,Report One,4.187093886
Report & Dashboard Focus,Self-Service,SAP Analytics Cloud,2.873146147
Report & Dashboard Focus,Self-Service,SAP BO BI,2.760791139
Report & Dashboard Focus,Self-Service,TARGIT,3.624578943
Report & Dashboard Focus,Self-Service,Zoho Analytics,1
Report & Dashboard Focus,Self-Service,Peer Group Average,4.968298573
Report & Dashboard Focus,Ease of Use,Domo,9.756875325
Report & Dashboard Focus,Ease of Use,Dundas,3.919528915
Report & Dashboard Focus,Ease of Use,Entrinsik,10
Report & Dashboard Focus,Ease of Use,IBM Cog. Analytics,1
Report & Dashboard Focus,Ease of Use,Logi Analytics ,5.930449893
Report & Dashboard Focus,Ease of Use,Looker,5.771962195
Report & Dashboard Focus,Ease of Use,Microsoft Power BI,4.636542721
Report & Dashboard Focus,Ease of Use,MicroStrategy,4.217066851
Report & Dashboard Focus,Ease of Use,Oracle Analytics Cloud,3.843595848
Report & Dashboard Focus,Ease of Use,Phocas,9.36054167
Report & Dashboard Focus,Ease of Use,Pyramid,5.237661823
Report & Dashboard Focus,Ease of Use,QlikView,3.28915735
Report & Dashboard Focus,Ease of Use,Report One,8.382952439
Report & Dashboard Focus,Ease of Use,SAP Analytics Cloud,2.402040681
Report & Dashboard Focus,Ease of Use,SAP BO BI,2.898240683
Report & Dashboard Focus,Ease of Use,TARGIT,6.23899113
Report & Dashboard Focus,Ease of Use,Zoho Analytics,3.817677383
Report & Dashboard Focus,Ease of Use,Peer Group Average,5.335487347
Report & Dashboard Focus,Flexibility,Domo,8.147592548
Report & Dashboard Focus,Flexibility,Dundas,9.850579
Report & Dashboard Focus,Flexibility,Entrinsik,3.648936747
Report & Dashboard Focus,Flexibility,IBM Cog. Analytics,2.050979493
Report & Dashboard Focus,Flexibility,Logi Analytics ,6.461039602
Report & Dashboard Focus,Flexibility,Looker,8.84574088
Report & Dashboard Focus,Flexibility,Microsoft Power BI,3.926693445
Report & Dashboard Focus,Flexibility,MicroStrategy,3.347036298
Report & Dashboard Focus,Flexibility,Oracle Analytics Cloud,3.516614204
Report & Dashboard Focus,Flexibility,Phocas,6.599792831
Report & Dashboard Focus,Flexibility,Pyramid,3.633971206
Report & Dashboard Focus,Flexibility,QlikView,4.6014876
Report & Dashboard Focus,Flexibility,Report One,2.097381314
Report & Dashboard Focus,Flexibility,SAP Analytics Cloud,1
Report & Dashboard Focus,Flexibility,SAP BO BI,1.506942081
Report & Dashboard Focus,Flexibility,TARGIT,5.39310204
Report & Dashboard Focus,Flexibility,Zoho Analytics,3.172388258
Report & Dashboard Focus,Flexibility,Peer Group Average,4.576486915
Report & Dashboard Focus,Query Performance,Domo,5.376046497
Report & Dashboard Focus,Query Performance,Dundas,4.719441975
Report & Dashboard Focus,Query Performance,Entrinsik,6.10538758
Report & Dashboard Focus,Query Performance,IBM Cog. Analytics,3.598277608
Report & Dashboard Focus,Query Performance,Logi Analytics ,4.168520164
Report & Dashboard Focus,Query Performance,Looker,3.188023249
Report & Dashboard Focus,Query Performance,Microsoft Power BI,4.344386474
Report & Dashboard Focus,Query Performance,MicroStrategy,5.547283099
Report & Dashboard Focus,Query Performance,Oracle Analytics Cloud,1
Report & Dashboard Focus,Query Performance,Phocas,6.202809992
Report & Dashboard Focus,Query Performance,Pyramid,8.653791129
Report & Dashboard Focus,Query Performance,QlikView,5.877028795
Report & Dashboard Focus,Query Performance,Report One,3.015018451
Report & Dashboard Focus,Query Performance,SAP Analytics Cloud,6.65551914
Report & Dashboard Focus,Query Performance,SAP BO BI,6.10538758
Report & Dashboard Focus,Query Performance,TARGIT,5.337143931
Report & Dashboard Focus,Query Performance,Zoho Analytics,3.559752922
Report & Dashboard Focus,Query Performance,Peer Group Average,4.909048152
Report & Dashboard Focus,Performance Satisfaction,Domo,6
Report & Dashboard Focus,Performance Satisfaction,Dundas,6.142857143
Report & Dashboard Focus,Performance Satisfaction,Entrinsik,7.242553191
Report & Dashboard Focus,Performance Satisfaction,IBM Cog. Analytics,4.96
Report & Dashboard Focus,Performance Satisfaction,Logi Analytics ,5.371428571
Report & Dashboard Focus,Performance Satisfaction,Looker,1
Report & Dashboard Focus,Performance Satisfaction,Microsoft Power BI,7.035294118
Report & Dashboard Focus,Performance Satisfaction,MicroStrategy,7.995876289
Report & Dashboard Focus,Performance Satisfaction,Oracle Analytics Cloud,4.786206897
Report & Dashboard Focus,Performance Satisfaction,Phocas,8.8
Report & Dashboard Focus,Performance Satisfaction,Pyramid,7.6
Report & Dashboard Focus,Performance Satisfaction,QlikView,7.765517241
Report & Dashboard Focus,Performance Satisfaction,Report One,8.510344828
Report & Dashboard Focus,Performance Satisfaction,SAP Analytics Cloud,5.863829787
Report & Dashboard Focus,Performance Satisfaction,SAP BO BI,5.68
Report & Dashboard Focus,Performance Satisfaction,TARGIT,3.4
Report & Dashboard Focus,Performance Satisfaction,Zoho Analytics,5.042622951
Report & Dashboard Focus,Performance Satisfaction,Peer Group Average,6.070384177
Report & Dashboard Focus,Sales Experience,Domo,4.408469579
Report & Dashboard Focus,Sales Experience,Dundas,8.608367243
Report & Dashboard Focus,Sales Experience,Entrinsik,10
Report & Dashboard Focus,Sales Experience,IBM Cog. Analytics,3.075168734
Report & Dashboard Focus,Sales Experience,Logi Analytics ,5.978222997
Report & Dashboard Focus,Sales Experience,Looker,7.819695983
Report & Dashboard Focus,Sales Experience,Microsoft Power BI,4.813320826
Report & Dashboard Focus,Sales Experience,MicroStrategy,7.352783179
Report & Dashboard Focus,Sales Experience,Oracle Analytics Cloud,5.832793848
Report & Dashboard Focus,Sales Experience,Phocas,8.747252747
